Event_Number;Ini_E[MeV];Ini_X[cm];Ini_Y[cm];Ini_Z[cm];Ini_Theta;Ini_Phi;Number_of_hits
8;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
9;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
1;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
11;;;;;;;
1;;;;;;;
2;;;;;;;
4;;;;;;;
12;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
13;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
14;;;;;;;
1;;;;;;;
2;;;;;;;
15;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
16;;;;;;;
1;;;;;;;
2;;;;;;;
4;;;;;;;
17;;;;;;;
1;;;;;;;
4;;;;;;;
3;;;;;;;
4;;;;;;;
18;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
19;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
2;;;;;;;
1;;;;;;;
2;;;;;;;
21;;;;;;;
1;;;;;;;
4;;;;;;;
22;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
23;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
24;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
25;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
26;;;;;;;
1;;;;;;;
4;;;;;;;
27;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
28;;;;;;;
1;;;;;;;
4;;;;;;;
29;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
3;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
31;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
32;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
33;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
34;;;;;;;
1;;;;;;;
35;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
36;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
3;;;;;;;
4;;;;;;;
37;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
38;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
39;;;;;;;
1;;;;;;;
4;;;;;;;
4;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
41;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
42;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
43;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
44;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
2;;;;;;;
45;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
46;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
47;;;;;;;
1;;;;;;;
4;;;;;;;
48;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
49;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
5;;;;;;;
1;;;;;;;
4;;;;;;;
51;;;;;;;
1;;;;;;;
4;;;;;;;
52;;;;;;;
1;;;;;;;
53;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
54;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
55;;;;;;;
1;;;;;;;
4;;;;;;;
56;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
57;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
58;;;;;;;
1;;;;;;;
4;;;;;;;
59;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
6;;;;;;;
1;;;;;;;
2;;;;;;;
61;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
4;;;;;;;
4;;;;;;;
62;;;;;;;
1;;;;;;;
2;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
63;;;;;;;
1;;;;;;;
2;;;;;;;
4;;;;;;;
64;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
4;;;;;;;
65;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
66;;;;;;;
1;;;;;;;
4;;;;;;;
67;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
68;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
69;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
7;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
71;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
72;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
73;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
74;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
75;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
76;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
77;;;;;;;
1;;;;;;;
2;;;;;;;
4;;;;;;;
78;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
79;;;;;;;
1;;;;;;;
4;;;;;;;
4;;;;;;;
8;;;;;;;
1;;;;;;;
4;;;;;;;
81;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
82;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
83;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
84;;;;;;;
1;;;;;;;
4;;;;;;;
85;;;;;;;
1;;;;;;;
2;;;;;;;
4;;;;;;;
86;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
87;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
88;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
89;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
2;;;;;;;
2;;;;;;;
9;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
91;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
92;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
93;;;;;;;
1;;;;;;;
4;;;;;;;
94;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
95;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
96;;;;;;;
1;;;;;;;
4;;;;;;;
97;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
3;;;;;;;
4;;;;;;;
98;;;;;;;
1;;;;;;;
3;;;;;;;
99;;;;;;;
1;;;;;;;
2;;;;;;;
3;;;;;;;
4;;;;;;;
1;;;;;;;
1;;;;;;;
3;;;;;;;
4;;;;;;;
1;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;11.942;;;
2;6.3;6.05;-134.8;283.014;;;
4;-6.3;6.05;-13.2;695.892;;;
2;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;10.677;;;
2;6.3;6.05;-134.8;289.134;;;
3;6.3;6.05;-96.9;428.646;;;
4;6.3;-6.05;-13.2;728.426;;;
3;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;10.783;;;
2;6.3;6.05;-134.8;285.574;;;
3;6.3;6.05;-96.9;42.308;;;
4;6.3;6.05;-13.2;732.323;;;
4;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;114.971;;;
3;-6.3;6.05;-96.9;409.885;;;
4;-6.3;-6.05;-13.2;722.264;;;
5;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;110.099;;;
2;-6.3;6.05;-134.8;287.913;;;
6;178.0;1.0;1.0;-220.0;0.0;0.0;6.0
1;6.3;6.05;-187.3;113.775;;;
2;6.3;-6.05;-134.8;303.987;;;
3;6.3;-6.05;-96.9;466.149;;;
4;31.5;-6.05;-13.2;84.039;;;
4;-6.3;6.05;-13.2;726.563;;;
4;18.9;-6.05;-13.2;791.541;;;
7;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.692;;;
2;-6.3;6.05;-134.8;284.236;;;
3;-6.3;6.05;-96.9;422.795;;;
4;6.3;6.05;-13.2;737.754;;;
8;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.665;;;
2;-6.3;6.05;-134.8;288.108;;;
3;-6.3;6.05;-96.9;416.077;;;
9;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;114.402;;;
2;6.3;6.05;-134.8;29.368;;;
3;6.3;6.05;-96.9;418.617;;;
10;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;114.569;;;
2;6.3;6.05;-134.8;292.634;;;
3;6.3;6.05;-96.9;444.859;;;
4;6.3;18.15;-13.2;765.231;;;
11;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;107.863;;;
2;6.3;6.05;-134.8;29.006;;;
4;6.3;6.05;-13.2;696.958;;;
12;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;115.316;;;
2;-6.3;6.05;-134.8;28.932;;;
3;-6.3;6.05;-96.9;417.545;;;
4;-6.3;6.05;-13.2;702.705;;;
13;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;110.328;;;
3;-6.3;-6.05;-96.9;426.249;;;
4;31.5;18.15;-13.2;871.214;;;
14;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;113.883;;;
2;6.3;6.05;-134.8;296.318;;;
15;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.203;;;
3;-6.3;6.05;-96.9;4.233;;;
4;-6.3;6.05;-13.2;754.054;;;
16;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;111.136;;;
2;6.3;6.05;-134.8;295.597;;;
4;18.9;-6.05;-13.2;770.365;;;
17;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;109.883;;;
4;-6.3;6.05;-13.2;751.017;;;
3;6.3;6.05;-96.9;409.087;;;
4;6.3;6.05;-13.2;7.51;;;
18;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;115.647;;;
2;6.3;6.05;-134.8;288.136;;;
3;6.3;6.05;-96.9;435.732;;;
4;-6.3;6.05;-13.2;723.063;;;
19;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.811;;;
3;6.3;6.05;-96.9;437.904;;;
4;6.3;6.05;-13.2;731.003;;;
20;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;108.012;;;
2;6.3;-6.05;-134.8;307.782;;;
21;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;110.894;;;
4;-6.3;-6.05;-13.2;732.236;;;
22;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.506;;;
2;6.3;6.05;-134.8;310.613;;;
3;6.3;6.05;-96.9;448.915;;;
4;18.9;6.05;-13.2;769.105;;;
23;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.525;;;
2;6.3;6.05;-134.8;293.245;;;
3;6.3;6.05;-96.9;430.961;;;
4;18.9;42.35;-13.2;9.91;;;
24;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;109.633;;;
3;6.3;-6.05;-96.9;421.058;;;
4;6.3;-6.05;-13.2;721.835;;;
25;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.574;;;
2;6.3;6.05;-134.8;297.906;;;
3;6.3;6.05;-96.9;448.921;;;
4;6.3;18.15;-13.2;776.718;;;
26;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;11.278;;;
4;-6.3;18.15;-13.2;783.117;;;
27;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.904;;;
2;6.3;6.05;-134.8;292.301;;;
3;6.3;6.05;-96.9;428.106;;;
4;6.3;6.05;-13.2;746.553;;;
28;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;11.196;;;
4;6.3;-6.05;-13.2;733.119;;;
29;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.271;;;
2;6.3;-6.05;-134.8;3.002;;;
3;6.3;-6.05;-96.9;436.534;;;
4;6.3;-18.15;-13.2;778.514;;;
30;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;110.481;;;
3;-6.3;6.05;-96.9;436.019;;;
4;-6.3;6.05;-13.2;758.789;;;
31;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;104.813;;;
2;6.3;6.05;-134.8;294.567;;;
3;6.3;6.05;-96.9;42.443;;;
32;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.746;;;
2;6.3;-6.05;-134.8;312.241;;;
3;6.3;-6.05;-96.9;492.414;;;
4;18.9;-30.25;-13.2;898.322;;;
33;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;107.016;;;
3;-6.3;-6.05;-96.9;42.017;;;
4;-6.3;-6.05;-13.2;708.518;;;
34;178.0;1.0;1.0;-220.0;0.0;0.0;1.0
1;6.3;6.05;-187.3;108.106;;;
35;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.777;;;
2;6.3;6.05;-134.8;293.439;;;
3;6.3;6.05;-96.9;437.128;;;
4;6.3;6.05;-13.2;736.093;;;
36;178.0;1.0;1.0;-220.0;0.0;0.0;6.0
1;6.3;6.05;-187.3;106.255;;;
2;6.3;-6.05;-134.8;293.563;;;
3;6.3;-6.05;-96.9;432.213;;;
4;6.3;-18.15;-13.2;794.835;;;
3;-6.3;-6.05;-96.9;425.659;;;
4;44.1;30.25;-13.2;101.298;;;
37;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;114.612;;;
2;6.3;6.05;-134.8;294.699;;;
3;6.3;6.05;-96.9;420.509;;;
38;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;109.373;;;
3;-6.3;-6.05;-96.9;416.501;;;
4;-6.3;-6.05;-13.2;721.925;;;
39;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;113.719;;;
4;6.3;-6.05;-13.2;70.803;;;
40;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.199;;;
3;-6.3;18.15;-96.9;536.344;;;
4;-6.3;42.35;-13.2;954.238;;;
41;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.733;;;
2;6.3;6.05;-134.8;302.237;;;
3;6.3;6.05;-96.9;44.021;;;
4;6.3;6.05;-13.2;741.801;;;
42;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.127;;;
2;6.3;6.05;-134.8;298.981;;;
3;6.3;6.05;-96.9;427.381;;;
4;6.3;6.05;-13.2;692.832;;;
43;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.963;;;
2;6.3;6.05;-134.8;286.158;;;
3;6.3;6.05;-96.9;439.817;;;
4;18.9;6.05;-13.2;761.873;;;
44;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;107.991;;;
3;-6.3;6.05;-96.9;429.588;;;
4;-6.3;6.05;-13.2;738.963;;;
2;18.9;6.05;-134.8;393.679;;;
45;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.314;;;
3;6.3;-6.05;-96.9;45.943;;;
4;6.3;-42.35;-13.2;934.633;;;
46;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.547;;;
2;6.3;-6.05;-134.8;295.207;;;
3;6.3;-6.05;-96.9;442.471;;;
4;6.3;-6.05;-13.2;718.359;;;
47;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;105.827;;;
4;-18.9;6.05;-13.2;801.595;;;
48;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;112.439;;;
3;-6.3;-6.05;-96.9;421.698;;;
4;-6.3;-18.15;-13.2;817.604;;;
49;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.003;;;
2;6.3;6.05;-134.8;295.243;;;
3;6.3;6.05;-96.9;429.676;;;
4;6.3;6.05;-13.2;727.564;;;
50;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;118.187;;;
4;6.3;6.05;-13.2;714.742;;;
51;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;114.274;;;
4;-6.3;-6.05;-13.2;734.883;;;
52;178.0;1.0;1.0;-220.0;0.0;0.0;1.0
1;6.3;6.05;-187.3;112.124;;;
53;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;107.309;;;
2;6.3;-6.05;-134.8;30.776;;;
3;6.3;-6.05;-96.9;455.443;;;
4;18.9;-18.15;-13.2;861.294;;;
54;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;114.734;;;
2;6.3;6.05;-134.8;298.077;;;
3;6.3;6.05;-96.9;427.721;;;
4;6.3;6.05;-13.2;735.827;;;
55;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;113.172;;;
4;6.3;6.05;-13.2;715.884;;;
56;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;114.318;;;
3;6.3;6.05;-96.9;440.156;;;
4;6.3;30.25;-13.2;853.111;;;
57;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;114.113;;;
2;6.3;6.05;-134.8;317.955;;;
3;6.3;6.05;-96.9;45.795;;;
4;6.3;6.05;-13.2;777.651;;;
58;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;11.176;;;
4;-18.9;6.05;-13.2;795.929;;;
59;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;11.426;;;
2;6.3;6.05;-134.8;300.563;;;
3;6.3;6.05;-96.9;436.876;;;
4;18.9;6.05;-13.2;79.136;;;
60;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;113.067;;;
2;6.3;6.05;-134.8;290.922;;;
61;178.0;1.0;1.0;-220.0;0.0;0.0;5.0
1;6.3;6.05;-187.3;11.581;;;
3;6.3;-6.05;-96.9;434.056;;;
4;6.3;-18.15;-13.2;79.228;;;
4;-6.3;-6.05;-13.2;709.167;;;
4;6.3;-6.05;-13.2;727.043;;;
62;178.0;1.0;1.0;-220.0;0.0;0.0;5.0
1;6.3;6.05;-187.3;117.548;;;
2;-31.5;-6.05;-134.8;484.419;;;
2;-6.3;-6.05;-134.8;336.443;;;
3;6.3;6.05;-96.9;435.612;;;
4;6.3;6.05;-13.2;74.294;;;
63;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;102.613;;;
2;6.3;6.05;-134.8;295.852;;;
4;-6.3;6.05;-13.2;750.243;;;
64;178.0;1.0;1.0;-220.0;0.0;0.0;5.0
1;6.3;6.05;-187.3;114.718;;;
2;6.3;6.05;-134.8;320.862;;;
3;18.9;18.15;-96.9;533.537;;;
4;44.1;42.35;-13.2;10.726;;;
4;6.3;-6.05;-13.2;698.889;;;
65;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.602;;;
2;6.3;6.05;-134.8;302.328;;;
3;6.3;6.05;-96.9;431.206;;;
4;6.3;6.05;-13.2;731.664;;;
66;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;109.064;;;
4;6.3;6.05;-13.2;739.219;;;
67;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.017;;;
2;6.3;6.05;-134.8;303.094;;;
3;6.3;6.05;-96.9;445.634;;;
4;6.3;18.15;-13.2;773.561;;;
68;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;10.963;;;
3;6.3;6.05;-96.9;434.827;;;
4;6.3;18.15;-13.2;788.381;;;
69;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.485;;;
2;6.3;6.05;-134.8;293.987;;;
3;6.3;6.05;-96.9;430.894;;;
4;6.3;6.05;-13.2;74.311;;;
70;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.444;;;
2;6.3;6.05;-134.8;290.578;;;
3;6.3;6.05;-96.9;42.174;;;
71;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;115.685;;;
2;6.3;6.05;-134.8;307.101;;;
3;6.3;6.05;-96.9;43.961;;;
4;6.3;6.05;-13.2;737.526;;;
72;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;109.526;;;
2;6.3;6.05;-134.8;302.205;;;
3;6.3;6.05;-96.9;423.509;;;
73;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.837;;;
2;6.3;6.05;-134.8;305.707;;;
3;6.3;6.05;-96.9;446.959;;;
74;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;101.264;;;
2;6.3;-6.05;-134.8;287.622;;;
3;6.3;-6.05;-96.9;415.701;;;
4;-6.3;-6.05;-13.2;730.378;;;
75;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;120.945;;;
3;-6.3;6.05;-96.9;428.981;;;
4;-6.3;6.05;-13.2;738.196;;;
76;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;109.364;;;
2;6.3;6.05;-134.8;284.361;;;
3;-6.3;6.05;-96.9;436.883;;;
77;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;112.748;;;
2;6.3;6.05;-134.8;28.606;;;
4;-6.3;-6.05;-13.2;726.612;;;
78;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;117.228;;;
2;-6.3;-6.05;-134.8;283.166;;;
3;-6.3;-6.05;-96.9;439.531;;;
4;-6.3;-6.05;-13.2;756.599;;;
79;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;103.204;;;
4;-6.3;6.05;-13.2;712.019;;;
4;6.3;-6.05;-13.2;761.299;;;
80;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;114.828;;;
4;-6.3;-6.05;-13.2;720.783;;;
81;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;107.801;;;
2;-6.3;6.05;-134.8;300.183;;;
3;-6.3;6.05;-96.9;433.506;;;
4;-6.3;6.05;-13.2;756.906;;;
82;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.101;;;
2;6.3;6.05;-134.8;284.188;;;
3;6.3;6.05;-96.9;411.529;;;
4;-6.3;6.05;-13.2;737.801;;;
83;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.769;;;
2;6.3;-6.05;-134.8;29.242;;;
3;6.3;-6.05;-96.9;432.368;;;
4;6.3;-6.05;-13.2;727.966;;;
84;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;115.704;;;
4;-6.3;30.25;-13.2;876.963;;;
85;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;117.853;;;
2;6.3;6.05;-134.8;285.289;;;
4;18.9;-6.05;-13.2;758.655;;;
86;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;11.273;;;
2;6.3;6.05;-134.8;291.051;;;
3;6.3;6.05;-96.9;423.127;;;
4;6.3;-6.05;-13.2;747.258;;;
87;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;109.607;;;
2;6.3;-6.05;-134.8;282.601;;;
3;-6.3;-6.05;-96.9;421.794;;;
88;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.056;;;
2;6.3;6.05;-134.8;290.195;;;
3;6.3;-6.05;-96.9;424.634;;;
4;6.3;-6.05;-13.2;729.891;;;
89;178.0;1.0;1.0;-220.0;0.0;0.0;6.0
1;6.3;6.05;-187.3;10.754;;;
2;6.3;-6.05;-134.8;291.562;;;
3;6.3;-6.05;-96.9;423.076;;;
4;18.9;-6.05;-13.2;791.775;;;
2;-6.3;18.15;-134.8;419.406;;;
2;18.9;-18.15;-134.8;418.695;;;
90;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.682;;;
2;6.3;6.05;-134.8;295.226;;;
3;6.3;6.05;-96.9;434.012;;;
4;6.3;6.05;-13.2;737.014;;;
91;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.657;;;
2;6.3;6.05;-134.8;291.015;;;
3;-6.3;6.05;-96.9;431.086;;;
4;-6.3;6.05;-13.2;69.966;;;
92;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.013;;;
2;6.3;6.05;-134.8;287.815;;;
3;-6.3;6.05;-96.9;434.823;;;
4;6.3;6.05;-13.2;709.251;;;
93;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;112.996;;;
4;6.3;-6.05;-13.2;739.164;;;
94;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;110.578;;;
2;-6.3;6.05;-134.8;291.872;;;
3;-6.3;6.05;-96.9;425.596;;;
95;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;107.872;;;
2;6.3;6.05;-134.8;28.326;;;
3;6.3;6.05;-96.9;419.564;;;
96;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;113.289;;;
4;-6.3;-6.05;-13.2;729.527;;;
97;178.0;1.0;1.0;-220.0;0.0;0.0;9.0
1;6.3;6.05;-187.3;110.231;;;
2;6.3;-6.05;-134.8;309.049;;;
3;6.3;-6.05;-96.9;422.786;;;
4;-31.5;-6.05;-13.2;861.922;;;
2;6.3;6.05;-134.8;293.518;;;
3;6.3;6.05;-96.9;43.669;;;
