,Event_Number,Ini_E[MeV],Ini_X[cm],Ini_Y[cm],Ini_Z[cm],Ini_Theta,Ini_Phi,Number_of_hits
945,3,6.3,6.05,-96.9,424.205,,,finHit
946,4,6.3,-6.05,-13.2,695.321,,,finHit
947,67,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
948,1,6.3,6.05,-187.3,115.736,,,finHit
949,2,-6.3,6.05,-134.8,294.663,,,finHit
950,3,-6.3,6.05,-96.9,427.998,,,finHit
951,4,-6.3,6.05,-13.2,714.248,,,finHit
952,68,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
953,1,6.3,6.05,-187.3,11.012,,,finHit
954,2,6.3,6.05,-134.8,294.795,,,finHit
955,3,6.3,6.05,-96.9,435.511,,,finHit
956,69,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
957,1,6.3,6.05,-187.3,108.311,,,finHit
958,2,6.3,6.05,-134.8,305.742,,,finHit
959,3,6.3,6.05,-96.9,441.168,,,finHit
960,4,6.3,6.05,-13.2,732.314,,,finHit
961,70,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
962,1,6.3,6.05,-187.3,114.625,,,finHit
963,4,6.3,6.05,-13.2,693.786,,,finHit
964,71,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
965,1,6.3,6.05,-187.3,113.244,,,finHit
966,2,6.3,6.05,-134.8,290.523,,,finHit
967,3,6.3,6.05,-96.9,435.416,,,finHit
968,4,-6.3,6.05,-13.2,735.418,,,finHit
969,72,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
970,1,6.3,6.05,-187.3,112.202,,,finHit
971,2,6.3,-6.05,-134.8,293.443,,,finHit
972,3,6.3,-6.05,-96.9,429.591,,,finHit
973,2,6.3,6.05,-134.8,285.608,,,finHit
974,73,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
975,1,6.3,6.05,-187.3,107.694,,,finHit
976,2,6.3,6.05,-134.8,29.693,,,finHit
977,4,-6.3,-18.15,-13.2,796.477,,,finHit
978,74,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
979,1,6.3,6.05,-187.3,11.084,,,finHit
980,2,-6.3,6.05,-134.8,288.136,,,finHit
981,4,6.3,6.05,-13.2,722.052,,,finHit
982,75,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
983,1,6.3,6.05,-187.3,117.075,,,finHit
984,2,6.3,-6.05,-134.8,297.649,,,finHit
985,3,6.3,-6.05,-96.9,428.815,,,finHit
986,4,18.9,-6.05,-13.2,797.994,,,finHit
987,76,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
988,1,6.3,6.05,-187.3,116.749,,,finHit
989,3,6.3,-6.05,-96.9,46.304,,,finHit
990,4,31.5,6.05,-13.2,897.498,,,finHit
991,77,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
992,1,6.3,6.05,-187.3,109.825,,,finHit
993,2,6.3,6.05,-134.8,300.839,,,finHit
994,3,6.3,-6.05,-96.9,428.677,,,finHit
995,4,6.3,-6.05,-13.2,729.778,,,finHit
996,78,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
997,1,6.3,6.05,-187.3,112.412,,,finHit
998,2,-6.3,6.05,-134.8,291.575,,,finHit
999,3,-6.3,6.05,-96.9,438.117,,,finHit
1000,4,-18.9,-6.05,-13.2,769.694,,,finHit
1001,79,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1002,1,6.3,6.05,-187.3,114.432,,,finHit
1003,2,6.3,6.05,-134.8,306.526,,,finHit
1004,3,18.9,6.05,-96.9,487.903,,,finHit
1005,4,18.9,6.05,-13.2,825.468,,,finHit
1006,80,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1007,1,6.3,6.05,-187.3,112.805,,,finHit
1008,3,-6.3,-6.05,-96.9,458.002,,,finHit
1009,4,-6.3,-18.15,-13.2,788.391,,,finHit
1010,81,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1011,1,6.3,6.05,-187.3,109.935,,,finHit
1012,2,6.3,6.05,-134.8,298.161,,,finHit
1013,3,6.3,6.05,-96.9,427.667,,,finHit
1014,82,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1015,1,6.3,6.05,-187.3,112.732,,,finHit
1016,2,-18.9,6.05,-134.8,379.972,,,finHit
1017,3,-31.5,6.05,-96.9,589.566,,,finHit
1018,83,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1019,1,6.3,6.05,-187.3,114.202,,,finHit
1020,2,-6.3,-6.05,-134.8,292.797,,,finHit
1021,3,-6.3,-6.05,-96.9,454.632,,,finHit
1022,4,-18.9,-6.05,-13.2,757.213,,,finHit
1023,84,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1024,1,6.3,6.05,-187.3,113.084,,,finHit
1025,2,6.3,6.05,-134.8,29.148,,,finHit
1026,3,6.3,6.05,-96.9,428.755,,,finHit
1027,4,6.3,6.05,-13.2,745.187,,,finHit
1028,85,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
1029,1,6.3,6.05,-187.3,115.209,,,finHit
1030,4,-6.3,6.05,-13.2,750.024,,,finHit
1031,86,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1032,1,6.3,6.05,-187.3,112.321,,,finHit
1033,2,6.3,6.05,-134.8,289.108,,,finHit
1034,3,6.3,6.05,-96.9,427.469,,,finHit
1035,4,-6.3,6.05,-13.2,719.794,,,finHit
1036,87,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1037,1,6.3,6.05,-187.3,111.639,,,finHit
1038,2,6.3,-6.05,-134.8,302.825,,,finHit
1039,3,-6.3,-6.05,-96.9,435.682,,,finHit
1040,4,-18.9,-6.05,-13.2,775.143,,,finHit
1041,88,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1042,1,6.3,6.05,-187.3,113.143,,,finHit
1043,2,-6.3,6.05,-134.8,284.851,,,finHit
1044,3,6.3,-6.05,-96.9,450.598,,,finHit
1045,89,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1046,1,6.3,6.05,-187.3,117.443,,,finHit
1047,3,6.3,18.15,-96.9,517.549,,,finHit
1048,4,6.3,42.35,-13.2,940.184,,,finHit
1049,90,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1050,1,6.3,6.05,-187.3,107.792,,,finHit
1051,3,6.3,-6.05,-96.9,433.543,,,finHit
1052,4,18.9,6.05,-13.2,810.745,,,finHit
1053,91,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1054,1,6.3,6.05,-187.3,113.196,,,finHit
1055,3,6.3,-18.15,-96.9,503.121,,,finHit
1056,4,18.9,-42.35,-13.2,966.963,,,finHit
1057,92,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
1058,1,6.3,6.05,-187.3,110.224,,,finHit
1059,2,6.3,6.05,-134.8,304.278,,,finHit
1060,3,6.3,6.05,-96.9,448.057,,,finHit
1061,4,6.3,18.15,-13.2,779.994,,,finHit
1062,3,-6.3,18.15,-96.9,51.676,,,finHit
1063,93,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1064,1,6.3,6.05,-187.3,114.236,,,finHit
1065,3,6.3,-6.05,-96.9,451.137,,,finHit
1066,4,18.9,-18.15,-13.2,825.546,,,finHit
1067,94,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1068,1,6.3,6.05,-187.3,11.473,,,finHit
1069,2,6.3,6.05,-134.8,302.059,,,finHit
1070,3,6.3,6.05,-96.9,438.476,,,finHit
1071,95,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1072,1,6.3,6.05,-187.3,115.918,,,finHit
1073,2,-6.3,6.05,-134.8,29.039,,,finHit
1074,3,-6.3,6.05,-96.9,419.854,,,finHit
1075,4,-6.3,6.05,-13.2,740.107,,,finHit
1076,96,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1077,1,6.3,6.05,-187.3,111.053,,,finHit
1078,2,6.3,6.05,-134.8,302.089,,,finHit
1079,3,-6.3,6.05,-96.9,44.121,,,finHit
1080,4,6.3,6.05,-13.2,760.381,,,finHit
1081,97,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1082,1,6.3,6.05,-187.3,113.972,,,finHit
1083,2,-6.3,-6.05,-134.8,327.544,,,finHit
1084,3,-18.9,-6.05,-96.9,496.519,,,finHit
1085,98,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
1086,1,6.3,6.05,-187.3,0.991923,,,finHit
1087,2,-6.3,6.05,-134.8,296.834,,,finHit
1088,3,-6.3,6.05,-96.9,427.889,,,finHit
1089,4,-6.3,6.05,-13.2,731.548,,,finHit
1090,2,-6.3,-18.15,-134.8,368.804,,,finHit
1091,99,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1092,1,6.3,6.05,-187.3,114.946,,,finHit
1093,2,6.3,6.05,-134.8,30.243,,,finHit
1094,3,6.3,6.05,-96.9,454.804,,,finHit
1095,4,6.3,6.05,-13.2,75.129,,,finHit
1096,100,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1097,1,6.3,6.05,-187.3,108.067,,,finHit
1098,2,-6.3,-6.05,-134.8,304.794,,,finHit
1099,3,-6.3,-6.05,-96.9,439.277,,,finHit
1100,4,-6.3,-6.05,-13.2,737.725,,,finHit
1101,1;178;1;1;-220;0;0;3,,,,,,,finHit
1102,1;6.3;6.05;-187.3;11.942;;;,,,,,,,finHit
1103,2;6.3;6.05;-134.8;283.014;;;,,,,,,,finHit
1104,4;-6.3;6.05;-13.2;695.892;;;,,,,,,,finHit
1105,2;178;1;1;-220;0;0;4,,,,,,,finHit
1106,1;6.3;6.05;-187.3;10.677;;;,,,,,,,finHit
1107,2;6.3;6.05;-134.8;289.134;;;,,,,,,,finHit
1108,3;6.3;6.05;-96.9;428.646;;;,,,,,,,finHit
1109,4;6.3;-6.05;-13.2;728.426;;;,,,,,,,finHit
1110,3;178;1;1;-220;0;0;4,,,,,,,finHit
1111,1;6.3;6.05;-187.3;10.783;;;,,,,,,,finHit
1112,2;6.3;6.05;-134.8;285.574;;;,,,,,,,finHit
1113,3;6.3;6.05;-96.9;42.308;;;,,,,,,,finHit
1114,4;6.3;6.05;-13.2;732.323;;;,,,,,,,finHit
1115,4;178;1;1;-220;0;0;3,,,,,,,finHit
1116,1;6.3;6.05;-187.3;114.971;;;,,,,,,,finHit
1117,3;-6.3;6.05;-96.9;409.885;;;,,,,,,,finHit
1118,4;-6.3;-6.05;-13.2;722.264;;;,,,,,,,finHit
1119,5;178;1;1;-220;0;0;2,,,,,,,finHit
1120,1;6.3;6.05;-187.3;110.099;;;,,,,,,,finHit
1121,2;-6.3;6.05;-134.8;287.913;;;,,,,,,,finHit
1122,6;178;1;1;-220;0;0;6,,,,,,,finHit
1123,1;6.3;6.05;-187.3;113.775;;;,,,,,,,finHit
1124,2;6.3;-6.05;-134.8;303.987;;;,,,,,,,finHit
1125,3;6.3;-6.05;-96.9;466.149;;;,,,,,,,finHit
1126,4;31.5;-6.05;-13.2;84.039;;;,,,,,,,finHit
1127,4;-6.3;6.05;-13.2;726.563;;;,,,,,,,finHit
1128,4;18.9;-6.05;-13.2;791.541;;;,,,,,,,finHit
1129,7;178;1;1;-220;0;0;4,,,,,,,finHit
1130,1;6.3;6.05;-187.3;113.692;;;,,,,,,,finHit
1131,2;-6.3;6.05;-134.8;284.236;;;,,,,,,,finHit
1132,3;-6.3;6.05;-96.9;422.795;;;,,,,,,,finHit
1133,4;6.3;6.05;-13.2;737.754;;;,,,,,,,finHit
1134,8;178;1;1;-220;0;0;3,,,,,,,finHit
1135,1;6.3;6.05;-187.3;113.665;;;,,,,,,,finHit
1136,2;-6.3;6.05;-134.8;288.108;;;,,,,,,,finHit
1137,3;-6.3;6.05;-96.9;416.077;;;,,,,,,,finHit
1138,9;178;1;1;-220;0;0;3,,,,,,,finHit
1139,1;6.3;6.05;-187.3;114.402;;;,,,,,,,finHit
1140,2;6.3;6.05;-134.8;29.368;;;,,,,,,,finHit
1141,3;6.3;6.05;-96.9;418.617;;;,,,,,,,finHit
1142,10;178;1;1;-220;0;0;4,,,,,,,finHit
1143,1;6.3;6.05;-187.3;114.569;;;,,,,,,,finHit
1144,2;6.3;6.05;-134.8;292.634;;;,,,,,,,finHit
1145,3;6.3;6.05;-96.9;444.859;;;,,,,,,,finHit
1146,4;6.3;18.15;-13.2;765.231;;;,,,,,,,finHit
1147,11;178;1;1;-220;0;0;3,,,,,,,finHit
1148,1;6.3;6.05;-187.3;107.863;;;,,,,,,,finHit
1149,2;6.3;6.05;-134.8;29.006;;;,,,,,,,finHit
1150,4;6.3;6.05;-13.2;696.958;;;,,,,,,,finHit
1151,12;178;1;1;-220;0;0;4,,,,,,,finHit
1152,1;6.3;6.05;-187.3;115.316;;;,,,,,,,finHit
1153,2;-6.3;6.05;-134.8;28.932;;;,,,,,,,finHit
1154,3;-6.3;6.05;-96.9;417.545;;;,,,,,,,finHit
1155,4;-6.3;6.05;-13.2;702.705;;;,,,,,,,finHit
1156,13;178;1;1;-220;0;0;3,,,,,,,finHit
1157,1;6.3;6.05;-187.3;110.328;;;,,,,,,,finHit
1158,3;-6.3;-6.05;-96.9;426.249;;;,,,,,,,finHit
1159,4;31.5;18.15;-13.2;871.214;;;,,,,,,,finHit
1160,14;178;1;1;-220;0;0;2,,,,,,,finHit
1161,1;6.3;6.05;-187.3;113.883;;;,,,,,,,finHit
1162,2;6.3;6.05;-134.8;296.318;;;,,,,,,,finHit
1163,15;178;1;1;-220;0;0;3,,,,,,,finHit
1164,1;6.3;6.05;-187.3;113.203;;;,,,,,,,finHit
1165,3;-6.3;6.05;-96.9;4.233;;;,,,,,,,finHit
1166,4;-6.3;6.05;-13.2;754.054;;;,,,,,,,finHit
1167,16;178;1;1;-220;0;0;3,,,,,,,finHit
1168,1;6.3;6.05;-187.3;111.136;;;,,,,,,,finHit
1169,2;6.3;6.05;-134.8;295.597;;;,,,,,,,finHit
1170,4;18.9;-6.05;-13.2;770.365;;;,,,,,,,finHit
1171,17;178;1;1;-220;0;0;4,,,,,,,finHit
1172,1;6.3;6.05;-187.3;109.883;;;,,,,,,,finHit
1173,4;-6.3;6.05;-13.2;751.017;;;,,,,,,,finHit
1174,3;6.3;6.05;-96.9;409.087;;;,,,,,,,finHit
1175,4;6.3;6.05;-13.2;7.51;;;,,,,,,,finHit
1176,18;178;1;1;-220;0;0;4,,,,,,,finHit
1177,1;6.3;6.05;-187.3;115.647;;;,,,,,,,finHit
1178,2;6.3;6.05;-134.8;288.136;;;,,,,,,,finHit
1179,3;6.3;6.05;-96.9;435.732;;;,,,,,,,finHit
1180,4;-6.3;6.05;-13.2;723.063;;;,,,,,,,finHit
1181,19;178;1;1;-220;0;0;3,,,,,,,finHit
1182,1;6.3;6.05;-187.3;113.811;;;,,,,,,,finHit
1183,3;6.3;6.05;-96.9;437.904;;;,,,,,,,finHit
1184,4;6.3;6.05;-13.2;731.003;;;,,,,,,,finHit
1185,20;178;1;1;-220;0;0;2,,,,,,,finHit
1186,1;6.3;6.05;-187.3;108.012;;;,,,,,,,finHit
1187,2;6.3;-6.05;-134.8;307.782;;;,,,,,,,finHit
1188,21;178;1;1;-220;0;0;2,,,,,,,finHit
1189,1;6.3;6.05;-187.3;110.894;;;,,,,,,,finHit
1190,4;-6.3;-6.05;-13.2;732.236;;;,,,,,,,finHit
1191,22;178;1;1;-220;0;0;4,,,,,,,finHit
1192,1;6.3;6.05;-187.3;108.506;;;,,,,,,,finHit
1193,2;6.3;6.05;-134.8;310.613;;;,,,,,,,finHit
1194,3;6.3;6.05;-96.9;448.915;;;,,,,,,,finHit
1195,4;18.9;6.05;-13.2;769.105;;;,,,,,,,finHit
1196,23;178;1;1;-220;0;0;4,,,,,,,finHit
1197,1;6.3;6.05;-187.3;112.525;;;,,,,,,,finHit
1198,2;6.3;6.05;-134.8;293.245;;;,,,,,,,finHit
1199,3;6.3;6.05;-96.9;430.961;;;,,,,,,,finHit
1200,4;18.9;42.35;-13.2;9.91;;;,,,,,,,finHit
1201,24;178;1;1;-220;0;0;3,,,,,,,finHit
1202,1;6.3;6.05;-187.3;109.633;;;,,,,,,,finHit
1203,3;6.3;-6.05;-96.9;421.058;;;,,,,,,,finHit
1204,4;6.3;-6.05;-13.2;721.835;;;,,,,,,,finHit
1205,25;178;1;1;-220;0;0;4,,,,,,,finHit
1206,1;6.3;6.05;-187.3;113.574;;;,,,,,,,finHit
1207,2;6.3;6.05;-134.8;297.906;;;,,,,,,,finHit
1208,3;6.3;6.05;-96.9;448.921;;;,,,,,,,finHit
1209,4;6.3;18.15;-13.2;776.718;;;,,,,,,,finHit
1210,26;178;1;1;-220;0;0;2,,,,,,,finHit
1211,1;6.3;6.05;-187.3;11.278;;;,,,,,,,finHit
1212,4;-6.3;18.15;-13.2;783.117;;;,,,,,,,finHit
1213,27;178;1;1;-220;0;0;4,,,,,,,finHit
1214,1;6.3;6.05;-187.3;106.904;;;,,,,,,,finHit
1215,2;6.3;6.05;-134.8;292.301;;;,,,,,,,finHit
1216,3;6.3;6.05;-96.9;428.106;;;,,,,,,,finHit
1217,4;6.3;6.05;-13.2;746.553;;;,,,,,,,finHit
1218,28;178;1;1;-220;0;0;2,,,,,,,finHit
1219,1;6.3;6.05;-187.3;11.196;;;,,,,,,,finHit
1220,4;6.3;-6.05;-13.2;733.119;;;,,,,,,,finHit
1221,29;178;1;1;-220;0;0;4,,,,,,,finHit
1222,1;6.3;6.05;-187.3;111.271;;;,,,,,,,finHit
1223,2;6.3;-6.05;-134.8;3.002;;;,,,,,,,finHit
1224,3;6.3;-6.05;-96.9;436.534;;;,,,,,,,finHit
1225,4;6.3;-18.15;-13.2;778.514;;;,,,,,,,finHit
1226,30;178;1;1;-220;0;0;3,,,,,,,finHit
1227,1;6.3;6.05;-187.3;110.481;;;,,,,,,,finHit
1228,3;-6.3;6.05;-96.9;436.019;;;,,,,,,,finHit
1229,4;-6.3;6.05;-13.2;758.789;;;,,,,,,,finHit
1230,31;178;1;1;-220;0;0;3,,,,,,,finHit
1231,1;6.3;6.05;-187.3;104.813;;;,,,,,,,finHit
1232,2;6.3;6.05;-134.8;294.567;;;,,,,,,,finHit
1233,3;6.3;6.05;-96.9;42.443;;;,,,,,,,finHit
1234,32;178;1;1;-220;0;0;4,,,,,,,finHit
1235,1;6.3;6.05;-187.3;112.746;;;,,,,,,,finHit
1236,2;6.3;-6.05;-134.8;312.241;;;,,,,,,,finHit
1237,3;6.3;-6.05;-96.9;492.414;;;,,,,,,,finHit
1238,4;18.9;-30.25;-13.2;898.322;;;,,,,,,,finHit
1239,33;178;1;1;-220;0;0;3,,,,,,,finHit
1240,1;6.3;6.05;-187.3;107.016;;;,,,,,,,finHit
1241,3;-6.3;-6.05;-96.9;42.017;;;,,,,,,,finHit
1242,4;-6.3;-6.05;-13.2;708.518;;;,,,,,,,finHit
1243,34;178;1;1;-220;0;0;1,,,,,,,finHit
1244,1;6.3;6.05;-187.3;108.106;;;,,,,,,,finHit
1245,35;178;1;1;-220;0;0;4,,,,,,,finHit
1246,1;6.3;6.05;-187.3;110.777;;;,,,,,,,finHit
1247,2;6.3;6.05;-134.8;293.439;;;,,,,,,,finHit
1248,3;6.3;6.05;-96.9;437.128;;;,,,,,,,finHit
1249,4;6.3;6.05;-13.2;736.093;;;,,,,,,,finHit
1250,36;178;1;1;-220;0;0;6,,,,,,,finHit
1251,1;6.3;6.05;-187.3;106.255;;;,,,,,,,finHit
1252,2;6.3;-6.05;-134.8;293.563;;;,,,,,,,finHit
1253,3;6.3;-6.05;-96.9;432.213;;;,,,,,,,finHit
1254,4;6.3;-18.15;-13.2;794.835;;;,,,,,,,finHit
1255,3;-6.3;-6.05;-96.9;425.659;;;,,,,,,,finHit
1256,4;44.1;30.25;-13.2;101.298;;;,,,,,,,finHit
1257,37;178;1;1;-220;0;0;3,,,,,,,finHit
1258,1;6.3;6.05;-187.3;114.612;;;,,,,,,,finHit
1259,2;6.3;6.05;-134.8;294.699;;;,,,,,,,finHit
1260,3;6.3;6.05;-96.9;420.509;;;,,,,,,,finHit
1261,38;178;1;1;-220;0;0;3,,,,,,,finHit
1262,1;6.3;6.05;-187.3;109.373;;;,,,,,,,finHit
1263,3;-6.3;-6.05;-96.9;416.501;;;,,,,,,,finHit
1264,4;-6.3;-6.05;-13.2;721.925;;;,,,,,,,finHit
1265,39;178;1;1;-220;0;0;2,,,,,,,finHit
1266,1;6.3;6.05;-187.3;113.719;;;,,,,,,,finHit
1267,4;6.3;-6.05;-13.2;70.803;;;,,,,,,,finHit
1268,40;178;1;1;-220;0;0;3,,,,,,,finHit
1269,1;6.3;6.05;-187.3;113.199;;;,,,,,,,finHit
1270,3;-6.3;18.15;-96.9;536.344;;;,,,,,,,finHit
1271,4;-6.3;42.35;-13.2;954.238;;;,,,,,,,finHit
1272,41;178;1;1;-220;0;0;4,,,,,,,finHit
1273,1;6.3;6.05;-187.3;108.733;;;,,,,,,,finHit
1274,2;6.3;6.05;-134.8;302.237;;;,,,,,,,finHit
1275,3;6.3;6.05;-96.9;44.021;;;,,,,,,,finHit
1276,4;6.3;6.05;-13.2;741.801;;;,,,,,,,finHit
1277,42;178;1;1;-220;0;0;4,,,,,,,finHit
1278,1;6.3;6.05;-187.3;106.127;;;,,,,,,,finHit
1279,2;6.3;6.05;-134.8;298.981;;;,,,,,,,finHit
1280,3;6.3;6.05;-96.9;427.381;;;,,,,,,,finHit
1281,4;6.3;6.05;-13.2;692.832;;;,,,,,,,finHit
1282,43;178;1;1;-220;0;0;4,,,,,,,finHit
1283,1;6.3;6.05;-187.3;110.963;;;,,,,,,,finHit
1284,2;6.3;6.05;-134.8;286.158;;;,,,,,,,finHit
1285,3;6.3;6.05;-96.9;439.817;;;,,,,,,,finHit
1286,4;18.9;6.05;-13.2;761.873;;;,,,,,,,finHit
1287,44;178;1;1;-220;0;0;4,,,,,,,finHit
1288,1;6.3;6.05;-187.3;107.991;;;,,,,,,,finHit
1289,3;-6.3;6.05;-96.9;429.588;;;,,,,,,,finHit
1290,4;-6.3;6.05;-13.2;738.963;;;,,,,,,,finHit
1291,2;18.9;6.05;-134.8;393.679;;;,,,,,,,finHit
1292,45;178;1;1;-220;0;0;3,,,,,,,finHit
1293,1;6.3;6.05;-187.3;115.314;;;,,,,,,,finHit
1294,3;6.3;-6.05;-96.9;45.943;;;,,,,,,,finHit
1295,4;6.3;-42.35;-13.2;934.633;;;,,,,,,,finHit
1296,46;178;1;1;-220;0;0;4,,,,,,,finHit
1297,1;6.3;6.05;-187.3;112.547;;;,,,,,,,finHit
1298,2;6.3;-6.05;-134.8;295.207;;;,,,,,,,finHit
1299,3;6.3;-6.05;-96.9;442.471;;;,,,,,,,finHit
1300,4;6.3;-6.05;-13.2;718.359;;;,,,,,,,finHit
1301,47;178;1;1;-220;0;0;2,,,,,,,finHit
1302,1;6.3;6.05;-187.3;105.827;;;,,,,,,,finHit
1303,4;-18.9;6.05;-13.2;801.595;;;,,,,,,,finHit
1304,48;178;1;1;-220;0;0;3,,,,,,,finHit
1305,1;6.3;6.05;-187.3;112.439;;;,,,,,,,finHit
1306,3;-6.3;-6.05;-96.9;421.698;;;,,,,,,,finHit
1307,4;-6.3;-18.15;-13.2;817.604;;;,,,,,,,finHit
1308,49;178;1;1;-220;0;0;4,,,,,,,finHit
1309,1;6.3;6.05;-187.3;108.003;;;,,,,,,,finHit
1310,2;6.3;6.05;-134.8;295.243;;;,,,,,,,finHit
1311,3;6.3;6.05;-96.9;429.676;;;,,,,,,,finHit
1312,4;6.3;6.05;-13.2;727.564;;;,,,,,,,finHit
1313,50;178;1;1;-220;0;0;2,,,,,,,finHit
1314,1;6.3;6.05;-187.3;118.187;;;,,,,,,,finHit
1315,4;6.3;6.05;-13.2;714.742;;;,,,,,,,finHit
1316,51;178;1;1;-220;0;0;2,,,,,,,finHit
1317,1;6.3;6.05;-187.3;114.274;;;,,,,,,,finHit
1318,4;-6.3;-6.05;-13.2;734.883;;;,,,,,,,finHit
1319,52;178;1;1;-220;0;0;1,,,,,,,finHit
1320,1;6.3;6.05;-187.3;112.124;;;,,,,,,,finHit
1321,53;178;1;1;-220;0;0;4,,,,,,,finHit
1322,1;6.3;6.05;-187.3;107.309;;;,,,,,,,finHit
1323,2;6.3;-6.05;-134.8;30.776;;;,,,,,,,finHit
1324,3;6.3;-6.05;-96.9;455.443;;;,,,,,,,finHit
1325,4;18.9;-18.15;-13.2;861.294;;;,,,,,,,finHit
1326,54;178;1;1;-220;0;0;4,,,,,,,finHit
1327,1;6.3;6.05;-187.3;114.734;;;,,,,,,,finHit
1328,2;6.3;6.05;-134.8;298.077;;;,,,,,,,finHit
1329,3;6.3;6.05;-96.9;427.721;;;,,,,,,,finHit
1330,4;6.3;6.05;-13.2;735.827;;;,,,,,,,finHit
1331,55;178;1;1;-220;0;0;2,,,,,,,finHit
1332,1;6.3;6.05;-187.3;113.172;;;,,,,,,,finHit
1333,4;6.3;6.05;-13.2;715.884;;;,,,,,,,finHit
1334,56;178;1;1;-220;0;0;3,,,,,,,finHit
1335,1;6.3;6.05;-187.3;114.318;;;,,,,,,,finHit
1336,3;6.3;6.05;-96.9;440.156;;;,,,,,,,finHit
1337,4;6.3;30.25;-13.2;853.111;;;,,,,,,,finHit
1338,57;178;1;1;-220;0;0;4,,,,,,,finHit
1339,1;6.3;6.05;-187.3;114.113;;;,,,,,,,finHit
1340,2;6.3;6.05;-134.8;317.955;;;,,,,,,,finHit
1341,3;6.3;6.05;-96.9;45.795;;;,,,,,,,finHit
1342,4;6.3;6.05;-13.2;777.651;;;,,,,,,,finHit
1343,58;178;1;1;-220;0;0;2,,,,,,,finHit
1344,1;6.3;6.05;-187.3;11.176;;;,,,,,,,finHit
1345,4;-18.9;6.05;-13.2;795.929;;;,,,,,,,finHit
1346,59;178;1;1;-220;0;0;4,,,,,,,finHit
1347,1;6.3;6.05;-187.3;11.426;;;,,,,,,,finHit
1348,2;6.3;6.05;-134.8;300.563;;;,,,,,,,finHit
1349,3;6.3;6.05;-96.9;436.876;;;,,,,,,,finHit
1350,4;18.9;6.05;-13.2;79.136;;;,,,,,,,finHit
1351,60;178;1;1;-220;0;0;2,,,,,,,finHit
1352,1;6.3;6.05;-187.3;113.067;;;,,,,,,,finHit
1353,2;6.3;6.05;-134.8;290.922;;;,,,,,,,finHit
1354,61;178;1;1;-220;0;0;5,,,,,,,finHit
1355,1;6.3;6.05;-187.3;11.581;;;,,,,,,,finHit
1356,3;6.3;-6.05;-96.9;434.056;;;,,,,,,,finHit
1357,4;6.3;-18.15;-13.2;79.228;;;,,,,,,,finHit
1358,4;-6.3;-6.05;-13.2;709.167;;;,,,,,,,finHit
1359,4;6.3;-6.05;-13.2;727.043;;;,,,,,,,finHit
1360,62;178;1;1;-220;0;0;5,,,,,,,finHit
1361,1;6.3;6.05;-187.3;117.548;;;,,,,,,,finHit
1362,2;-31.5;-6.05;-134.8;484.419;;;,,,,,,,finHit
1363,2;-6.3;-6.05;-134.8;336.443;;;,,,,,,,finHit
1364,3;6.3;6.05;-96.9;435.612;;;,,,,,,,finHit
1365,4;6.3;6.05;-13.2;74.294;;;,,,,,,,finHit
1366,63;178;1;1;-220;0;0;3,,,,,,,finHit
1367,1;6.3;6.05;-187.3;102.613;;;,,,,,,,finHit
1368,2;6.3;6.05;-134.8;295.852;;;,,,,,,,finHit
1369,4;-6.3;6.05;-13.2;750.243;;;,,,,,,,finHit
1370,64;178;1;1;-220;0;0;5,,,,,,,finHit
1371,1;6.3;6.05;-187.3;114.718;;;,,,,,,,finHit
1372,2;6.3;6.05;-134.8;320.862;;;,,,,,,,finHit
1373,3;18.9;18.15;-96.9;533.537;;;,,,,,,,finHit
