,Event_Number,Ini_E[MeV],Ini_X[cm],Ini_Y[cm],Ini_Z[cm],Ini_Theta,Ini_Phi,Number_of_hits
2273,1,6.3,6.05,-187.3,10.818,,,finHit
2274,2,6.3,6.05,-134.8,297.178,,,finHit
2275,3,6.3,6.05,-96.9,425.239,,,finHit
2276,3,6.3,-6.05,-96.9,470.833,,,finHit
2277,69,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2278,1,6.3,6.05,-187.3,111.814,,,finHit
2279,2,6.3,6.05,-134.8,319.329,,,finHit
2280,3,6.3,6.05,-96.9,49.037,,,finHit
2281,4,31.5,30.25,-13.2,945.386,,,finHit
2282,70,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2283,1,6.3,6.05,-187.3,106.814,,,finHit
2284,2,6.3,-6.05,-134.8,298.513,,,finHit
2285,3,6.3,-6.05,-96.9,460.308,,,finHit
2286,4,6.3,30.25,-13.2,854.828,,,finHit
2287,71,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2288,1,6.3,6.05,-187.3,110.093,,,finHit
2289,2,-6.3,6.05,-134.8,301.797,,,finHit
2290,3,-6.3,6.05,-96.9,425.582,,,finHit
2291,4,-18.9,-6.05,-13.2,803.153,,,finHit
2292,72,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2293,1,6.3,6.05,-187.3,111.902,,,finHit
2294,2,6.3,6.05,-134.8,350.957,,,finHit
2295,3,6.3,18.15,-96.9,542.762,,,finHit
2296,4,18.9,54.45,-13.2,107.064,,,finHit
2297,73,56.0,1.0,1.0,-220.0,0.0,0.0,1.0
2298,1,6.3,6.05,-187.3,112.602,,,finHit
2299,74,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2300,1,6.3,6.05,-187.3,110.275,,,finHit
2301,2,6.3,-6.05,-134.8,293.244,,,finHit
2302,3,6.3,-6.05,-96.9,437.788,,,finHit
2303,4,31.5,-42.35,-13.2,103.523,,,finHit
2304,75,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2305,1,6.3,6.05,-187.3,114.584,,,finHit
2306,3,6.3,6.05,-96.9,421.079,,,finHit
2307,76,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2308,1,6.3,6.05,-187.3,109.098,,,finHit
2309,2,-6.3,-6.05,-134.8,291.973,,,finHit
2310,3,-6.3,-6.05,-96.9,445.111,,,finHit
2311,77,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2312,1,6.3,6.05,-187.3,115.012,,,finHit
2313,3,-6.3,-6.05,-96.9,423.849,,,finHit
2314,4,6.3,-18.15,-13.2,807.996,,,finHit
2315,78,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2316,1,6.3,6.05,-187.3,111.274,,,finHit
2317,2,-6.3,-6.05,-134.8,326.009,,,finHit
2318,3,-6.3,-6.05,-96.9,465.951,,,finHit
2319,4,18.9,-6.05,-13.2,84.176,,,finHit
2320,79,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2321,1,6.3,6.05,-187.3,111.069,,,finHit
2322,2,18.9,6.05,-134.8,412.263,,,finHit
2323,80,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2324,1,6.3,6.05,-187.3,108.301,,,finHit
2325,2,6.3,-6.05,-134.8,302.562,,,finHit
2326,3,18.9,-18.15,-96.9,585.527,,,finHit
2327,4,44.1,-42.35,-13.2,105.423,,,finHit
2328,81,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2329,1,6.3,6.05,-187.3,116.408,,,finHit
2330,2,6.3,6.05,-134.8,296.868,,,finHit
2331,3,-6.3,-6.05,-96.9,4.18,,,finHit
2332,4,6.3,-18.15,-13.2,790.328,,,finHit
2333,82,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2334,1,6.3,6.05,-187.3,111.886,,,finHit
2335,2,6.3,6.05,-134.8,323.966,,,finHit
2336,3,6.3,6.05,-96.9,4.493,,,finHit
2337,4,6.3,6.05,-13.2,735.063,,,finHit
2338,83,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2339,1,6.3,6.05,-187.3,107.681,,,finHit
2340,2,6.3,-6.05,-134.8,302.676,,,finHit
2341,4,6.3,-30.25,-13.2,867.969,,,finHit
2342,84,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2343,1,6.3,6.05,-187.3,108.792,,,finHit
2344,2,-6.3,-6.05,-134.8,289.342,,,finHit
2345,85,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2346,1,6.3,6.05,-187.3,110.886,,,finHit
2347,3,-6.3,-6.05,-96.9,444.733,,,finHit
2348,4,-56.7,-6.05,-13.2,105.462,,,finHit
2349,86,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2350,1,6.3,6.05,-187.3,110.214,,,finHit
2351,2,-6.3,6.05,-134.8,317.847,,,finHit
2352,3,-6.3,6.05,-96.9,480.101,,,finHit
2353,4,-6.3,-6.05,-13.2,769.792,,,finHit
2354,87,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2355,1,6.3,6.05,-187.3,117.501,,,finHit
2356,2,-6.3,-6.05,-134.8,308.474,,,finHit
2357,3,-6.3,-6.05,-96.9,473.227,,,finHit
2358,4,-31.5,-42.35,-13.2,98.459,,,finHit
2359,88,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2360,1,6.3,6.05,-187.3,113.788,,,finHit
2361,2,6.3,-6.05,-134.8,299.826,,,finHit
2362,3,6.3,-6.05,-96.9,466.702,,,finHit
2363,4,6.3,-18.15,-13.2,824.439,,,finHit
2364,89,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2365,1,6.3,6.05,-187.3,117.038,,,finHit
2366,2,-6.3,6.05,-134.8,316.473,,,finHit
2367,3,-6.3,6.05,-96.9,47.273,,,finHit
2368,4,-6.3,18.15,-13.2,779.487,,,finHit
2369,90,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2370,1,6.3,6.05,-187.3,117.289,,,finHit
2371,2,-6.3,6.05,-134.8,332.718,,,finHit
2372,3,-18.9,6.05,-96.9,497.772,,,finHit
2373,91,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2374,1,6.3,6.05,-187.3,104.546,,,finHit
2375,2,6.3,-6.05,-134.8,300.612,,,finHit
2376,3,6.3,-6.05,-96.9,466.937,,,finHit
2377,4,31.5,-18.15,-13.2,876.862,,,finHit
2378,92,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2379,1,6.3,6.05,-187.3,111.523,,,finHit
2380,2,-6.3,6.05,-134.8,312.681,,,finHit
2381,3,-6.3,6.05,-96.9,451.028,,,finHit
2382,93,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2383,1,6.3,6.05,-187.3,110.106,,,finHit
2384,2,-6.3,6.05,-134.8,324.972,,,finHit
2385,3,-6.3,6.05,-96.9,448.843,,,finHit
2386,4,18.9,6.05,-13.2,78.975,,,finHit
2387,94,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2388,1,6.3,6.05,-187.3,110.155,,,finHit
2389,2,-6.3,-6.05,-134.8,295.681,,,finHit
2390,4,-18.9,-6.05,-13.2,823.027,,,finHit
2391,95,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2392,1,6.3,6.05,-187.3,107.079,,,finHit
2393,2,6.3,6.05,-134.8,319.063,,,finHit
2394,3,6.3,6.05,-96.9,43.153,,,finHit
2395,4,-31.5,18.15,-13.2,904.115,,,finHit
2396,96,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2397,1,6.3,6.05,-187.3,110.326,,,finHit
2398,2,-6.3,-6.05,-134.8,317.372,,,finHit
2399,3,-18.9,-6.05,-96.9,511.855,,,finHit
2400,4,-31.5,-42.35,-13.2,101.686,,,finHit
2401,97,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2402,1,6.3,6.05,-187.3,114.486,,,finHit
2403,2,6.3,6.05,-134.8,32.887,,,finHit
2404,3,18.9,6.05,-96.9,494.513,,,finHit
2405,4,18.9,-6.05,-13.2,816.863,,,finHit
2406,98,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2407,1,6.3,6.05,-187.3,107.492,,,finHit
2408,3,-6.3,-18.15,-96.9,545.136,,,finHit
2409,99,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2410,1,6.3,6.05,-187.3,113.602,,,finHit
2411,2,6.3,-6.05,-134.8,334.737,,,finHit
2412,3,18.9,-6.05,-96.9,518.302,,,finHit
2413,4,44.1,-6.05,-13.2,951.971,,,finHit
2414,100,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2415,1,6.3,6.05,-187.3,117.503,,,finHit
2416,2,6.3,6.05,-134.8,341.553,,,finHit
2417,3,6.3,18.15,-96.9,499.312,,,finHit
2418,4,44.1,-6.05,-13.2,998.072,,,finHit
