,Event_Number,Ini_E[MeV],Ini_X[cm],Ini_Y[cm],Ini_Z[cm],Ini_Theta,Ini_Phi,Number_of_hits
1024,1,6.3,6.05,-187.3,113.084,,,
1025,2,6.3,6.05,-134.8,29.148,,,
1026,3,6.3,6.05,-96.9,428.755,,,
1027,4,6.3,6.05,-13.2,745.187,,,
1028,85,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
1029,1,6.3,6.05,-187.3,115.209,,,
1030,4,-6.3,6.05,-13.2,750.024,,,
1031,86,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1032,1,6.3,6.05,-187.3,112.321,,,
1033,2,6.3,6.05,-134.8,289.108,,,
1034,3,6.3,6.05,-96.9,427.469,,,
1035,4,-6.3,6.05,-13.2,719.794,,,
1036,87,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1037,1,6.3,6.05,-187.3,111.639,,,
1038,2,6.3,-6.05,-134.8,302.825,,,
1039,3,-6.3,-6.05,-96.9,435.682,,,
1040,4,-18.9,-6.05,-13.2,775.143,,,
1041,88,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1042,1,6.3,6.05,-187.3,113.143,,,
1043,2,-6.3,6.05,-134.8,284.851,,,
1044,3,6.3,-6.05,-96.9,450.598,,,
1045,89,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1046,1,6.3,6.05,-187.3,117.443,,,
1047,3,6.3,18.15,-96.9,517.549,,,
1048,4,6.3,42.35,-13.2,940.184,,,
1049,90,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1050,1,6.3,6.05,-187.3,107.792,,,
1051,3,6.3,-6.05,-96.9,433.543,,,
1052,4,18.9,6.05,-13.2,810.745,,,
1053,91,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1054,1,6.3,6.05,-187.3,113.196,,,
1055,3,6.3,-18.15,-96.9,503.121,,,
1056,4,18.9,-42.35,-13.2,966.963,,,
1057,92,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
1058,1,6.3,6.05,-187.3,110.224,,,
1059,2,6.3,6.05,-134.8,304.278,,,
1060,3,6.3,6.05,-96.9,448.057,,,
1061,4,6.3,18.15,-13.2,779.994,,,
1062,3,-6.3,18.15,-96.9,51.676,,,
1063,93,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1064,1,6.3,6.05,-187.3,114.236,,,
1065,3,6.3,-6.05,-96.9,451.137,,,
1066,4,18.9,-18.15,-13.2,825.546,,,
1067,94,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1068,1,6.3,6.05,-187.3,11.473,,,
1069,2,6.3,6.05,-134.8,302.059,,,
1070,3,6.3,6.05,-96.9,438.476,,,
1071,95,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1072,1,6.3,6.05,-187.3,115.918,,,
1073,2,-6.3,6.05,-134.8,29.039,,,
1074,3,-6.3,6.05,-96.9,419.854,,,
1075,4,-6.3,6.05,-13.2,740.107,,,
1076,96,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1077,1,6.3,6.05,-187.3,111.053,,,
1078,2,6.3,6.05,-134.8,302.089,,,
1079,3,-6.3,6.05,-96.9,44.121,,,
1080,4,6.3,6.05,-13.2,760.381,,,
1081,97,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1082,1,6.3,6.05,-187.3,113.972,,,
1083,2,-6.3,-6.05,-134.8,327.544,,,
1084,3,-18.9,-6.05,-96.9,496.519,,,
1085,98,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
1086,1,6.3,6.05,-187.3,0.991923,,,
1087,2,-6.3,6.05,-134.8,296.834,,,
1088,3,-6.3,6.05,-96.9,427.889,,,
1089,4,-6.3,6.05,-13.2,731.548,,,
1090,2,-6.3,-18.15,-134.8,368.804,,,
1091,99,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1092,1,6.3,6.05,-187.3,114.946,,,
1093,2,6.3,6.05,-134.8,30.243,,,
1094,3,6.3,6.05,-96.9,454.804,,,
1095,4,6.3,6.05,-13.2,75.129,,,
1096,100,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1097,1,6.3,6.05,-187.3,108.067,,,
1098,2,-6.3,-6.05,-134.8,304.794,,,
1099,3,-6.3,-6.05,-96.9,439.277,,,
1100,4,-6.3,-6.05,-13.2,737.725,,,
1101,1,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1102,1,6.3,6.05,-187.3,1.1942,,,
1103,2,6.3,6.05,-134.8,2.83014,,,
1104,4,-6.3,6.05,-13.2,6.95892,,,
1105,2,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1106,1,6.3,6.05,-187.3,1.0677,,,
1107,2,6.3,6.05,-134.8,2.89134,,,
1108,3,6.3,6.05,-96.9,4.28646,,,
1109,4,6.3,-6.05,-13.2,7.28426,,,
1110,3,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1111,1,6.3,6.05,-187.3,1.0783,,,
1112,2,6.3,6.05,-134.8,2.85574,,,
1113,3,6.3,6.05,-96.9,4.2308,,,
1114,4,6.3,6.05,-13.2,7.32323,,,
1115,4,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1116,1,6.3,6.05,-187.3,1.14971,,,
1117,3,-6.3,6.05,-96.9,4.09885,,,
1118,4,-6.3,-6.05,-13.2,7.22264,,,
1119,5,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1120,1,6.3,6.05,-187.3,1.10099,,,
1121,2,-6.3,6.05,-134.8,2.87913,,,
1122,6,178.0,1.0,1.0,-220.0,0.0,0.0,6.0
1123,1,6.3,6.05,-187.3,1.13775,,,
1124,2,6.3,-6.05,-134.8,3.03987,,,
1125,3,6.3,-6.05,-96.9,4.66149,,,
1126,4,31.5,-6.05,-13.2,8.4039,,,
1127,4,-6.3,6.05,-13.2,7.26563,,,
1128,4,18.9,-6.05,-13.2,7.91541,,,
1129,7,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1130,1,6.3,6.05,-187.3,1.13692,,,
1131,2,-6.3,6.05,-134.8,2.84236,,,
1132,3,-6.3,6.05,-96.9,4.22795,,,
1133,4,6.3,6.05,-13.2,7.37754,,,
1134,8,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1135,1,6.3,6.05,-187.3,1.13665,,,
1136,2,-6.3,6.05,-134.8,2.88108,,,
1137,3,-6.3,6.05,-96.9,4.16077,,,
1138,9,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1139,1,6.3,6.05,-187.3,1.14402,,,
1140,2,6.3,6.05,-134.8,2.9368,,,
1141,3,6.3,6.05,-96.9,4.18617,,,
1142,10,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1143,1,6.3,6.05,-187.3,1.14569,,,
1144,2,6.3,6.05,-134.8,2.92634,,,
1145,3,6.3,6.05,-96.9,4.44859,,,
1146,4,6.3,18.15,-13.2,7.65231,,,
1147,11,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1148,1,6.3,6.05,-187.3,1.07863,,,
1149,2,6.3,6.05,-134.8,2.9006,,,
1150,4,6.3,6.05,-13.2,6.96958,,,
1151,12,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1152,1,6.3,6.05,-187.3,1.15316,,,
1153,2,-6.3,6.05,-134.8,2.8932,,,
1154,3,-6.3,6.05,-96.9,4.17545,,,
1155,4,-6.3,6.05,-13.2,7.02705,,,
1156,13,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1157,1,6.3,6.05,-187.3,1.10328,,,
1158,3,-6.3,-6.05,-96.9,4.26249,,,
1159,4,31.5,18.15,-13.2,8.71214,,,
1160,14,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1161,1,6.3,6.05,-187.3,1.13883,,,
1162,2,6.3,6.05,-134.8,2.96318,,,
1163,15,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1164,1,6.3,6.05,-187.3,1.13203,,,
1165,3,-6.3,6.05,-96.9,4.233,,,
1166,4,-6.3,6.05,-13.2,7.54054,,,
1167,16,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1168,1,6.3,6.05,-187.3,1.11136,,,
1169,2,6.3,6.05,-134.8,2.95597,,,
1170,4,18.9,-6.05,-13.2,7.70365,,,
1171,17,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1172,1,6.3,6.05,-187.3,1.09883,,,
1173,4,-6.3,6.05,-13.2,7.51017,,,
1174,3,6.3,6.05,-96.9,4.09087,,,
1175,4,6.3,6.05,-13.2,7.51,,,
1176,18,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1177,1,6.3,6.05,-187.3,1.15647,,,
1178,2,6.3,6.05,-134.8,2.88136,,,
1179,3,6.3,6.05,-96.9,4.35732,,,
1180,4,-6.3,6.05,-13.2,7.23063,,,
1181,19,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1182,1,6.3,6.05,-187.3,1.13811,,,
1183,3,6.3,6.05,-96.9,4.37904,,,
1184,4,6.3,6.05,-13.2,7.31003,,,
1185,20,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1186,1,6.3,6.05,-187.3,1.08012,,,
1187,2,6.3,-6.05,-134.8,3.07782,,,
1188,21,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1189,1,6.3,6.05,-187.3,1.10894,,,
1190,4,-6.3,-6.05,-13.2,7.32236,,,
1191,22,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1192,1,6.3,6.05,-187.3,1.08506,,,
1193,2,6.3,6.05,-134.8,3.10613,,,
1194,3,6.3,6.05,-96.9,4.48915,,,
1195,4,18.9,6.05,-13.2,7.69105,,,
1196,23,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1197,1,6.3,6.05,-187.3,1.12525,,,
1198,2,6.3,6.05,-134.8,2.93245,,,
1199,3,6.3,6.05,-96.9,4.30961,,,
1200,4,18.9,42.35,-13.2,9.91,,,
1201,24,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1202,1,6.3,6.05,-187.3,1.09633,,,
1203,3,6.3,-6.05,-96.9,4.21058,,,
1204,4,6.3,-6.05,-13.2,7.21835,,,
1205,25,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1206,1,6.3,6.05,-187.3,1.13574,,,
1207,2,6.3,6.05,-134.8,2.97906,,,
1208,3,6.3,6.05,-96.9,4.48921,,,
1209,4,6.3,18.15,-13.2,7.76718,,,
1210,26,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1211,1,6.3,6.05,-187.3,1.1278,,,
1212,4,-6.3,18.15,-13.2,7.83117,,,
1213,27,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1214,1,6.3,6.05,-187.3,1.06904,,,
1215,2,6.3,6.05,-134.8,2.92301,,,
1216,3,6.3,6.05,-96.9,4.28106,,,
1217,4,6.3,6.05,-13.2,7.46553,,,
1218,28,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1219,1,6.3,6.05,-187.3,1.1196,,,
1220,4,6.3,-6.05,-13.2,7.33119,,,
1221,29,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1222,1,6.3,6.05,-187.3,1.11271,,,
1223,2,6.3,-6.05,-134.8,3.002,,,
1224,3,6.3,-6.05,-96.9,4.36534,,,
1225,4,6.3,-18.15,-13.2,7.78514,,,
1226,30,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1227,1,6.3,6.05,-187.3,1.10481,,,
1228,3,-6.3,6.05,-96.9,4.36019,,,
1229,4,-6.3,6.05,-13.2,7.58789,,,
1230,31,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1231,1,6.3,6.05,-187.3,1.04813,,,
1232,2,6.3,6.05,-134.8,2.94567,,,
1233,3,6.3,6.05,-96.9,4.2443,,,
1234,32,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1235,1,6.3,6.05,-187.3,1.12746,,,
1236,2,6.3,-6.05,-134.8,3.12241,,,
1237,3,6.3,-6.05,-96.9,4.92414,,,
1238,4,18.9,-30.25,-13.2,8.98322,,,
1239,33,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1240,1,6.3,6.05,-187.3,1.07016,,,
1241,3,-6.3,-6.05,-96.9,4.2017,,,
1242,4,-6.3,-6.05,-13.2,7.08518,,,
1243,34,178.0,1.0,1.0,-220.0,0.0,0.0,1.0
1244,1,6.3,6.05,-187.3,1.08106,,,
1245,35,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1246,1,6.3,6.05,-187.3,1.10777,,,
1247,2,6.3,6.05,-134.8,2.93439,,,
1248,3,6.3,6.05,-96.9,4.37128,,,
1249,4,6.3,6.05,-13.2,7.36093,,,
1250,36,178.0,1.0,1.0,-220.0,0.0,0.0,6.0
1251,1,6.3,6.05,-187.3,1.06255,,,
1252,2,6.3,-6.05,-134.8,2.93563,,,
1253,3,6.3,-6.05,-96.9,4.32213,,,
1254,4,6.3,-18.15,-13.2,7.94835,,,
1255,3,-6.3,-6.05,-96.9,4.25659,,,
1256,4,44.1,30.25,-13.2,10.1298,,,
1257,37,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1258,1,6.3,6.05,-187.3,1.14612,,,
1259,2,6.3,6.05,-134.8,2.94699,,,
1260,3,6.3,6.05,-96.9,4.20509,,,
1261,38,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1262,1,6.3,6.05,-187.3,1.09373,,,
1263,3,-6.3,-6.05,-96.9,4.16501,,,
1264,4,-6.3,-6.05,-13.2,7.21925,,,
1265,39,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1266,1,6.3,6.05,-187.3,1.13719,,,
1267,4,6.3,-6.05,-13.2,7.0803,,,
1268,40,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1269,1,6.3,6.05,-187.3,1.13199,,,
1270,3,-6.3,18.15,-96.9,5.36344,,,
1271,4,-6.3,42.35,-13.2,9.54238,,,
1272,41,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1273,1,6.3,6.05,-187.3,1.08733,,,
1274,2,6.3,6.05,-134.8,3.02237,,,
1275,3,6.3,6.05,-96.9,4.4021,,,
1276,4,6.3,6.05,-13.2,7.41801,,,
1277,42,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1278,1,6.3,6.05,-187.3,1.06127,,,
1279,2,6.3,6.05,-134.8,2.98981,,,
1280,3,6.3,6.05,-96.9,4.27381,,,
1281,4,6.3,6.05,-13.2,6.92832,,,
1282,43,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1283,1,6.3,6.05,-187.3,1.10963,,,
1284,2,6.3,6.05,-134.8,2.86158,,,
1285,3,6.3,6.05,-96.9,4.39817,,,
1286,4,18.9,6.05,-13.2,7.61873,,,
1287,44,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1288,1,6.3,6.05,-187.3,1.07991,,,
1289,3,-6.3,6.05,-96.9,4.29588,,,
1290,4,-6.3,6.05,-13.2,7.38963,,,
1291,2,18.9,6.05,-134.8,3.93679,,,
1292,45,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1293,1,6.3,6.05,-187.3,1.15314,,,
1294,3,6.3,-6.05,-96.9,4.5943,,,
1295,4,6.3,-42.35,-13.2,9.34633,,,
1296,46,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1297,1,6.3,6.05,-187.3,1.12547,,,
1298,2,6.3,-6.05,-134.8,2.95207,,,
1299,3,6.3,-6.05,-96.9,4.42471,,,
1300,4,6.3,-6.05,-13.2,7.18359,,,
1301,47,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1302,1,6.3,6.05,-187.3,1.05827,,,
1303,4,-18.9,6.05,-13.2,8.01595,,,
1304,48,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1305,1,6.3,6.05,-187.3,1.12439,,,
1306,3,-6.3,-6.05,-96.9,4.21698,,,
1307,4,-6.3,-18.15,-13.2,8.17604,,,
1308,49,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1309,1,6.3,6.05,-187.3,1.08003,,,
1310,2,6.3,6.05,-134.8,2.95243,,,
1311,3,6.3,6.05,-96.9,4.29676,,,
1312,4,6.3,6.05,-13.2,7.27564,,,
1313,50,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1314,1,6.3,6.05,-187.3,1.18187,,,
1315,4,6.3,6.05,-13.2,7.14742,,,
1316,51,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1317,1,6.3,6.05,-187.3,1.14274,,,
1318,4,-6.3,-6.05,-13.2,7.34883,,,
1319,52,178.0,1.0,1.0,-220.0,0.0,0.0,1.0
1320,1,6.3,6.05,-187.3,1.12124,,,
1321,53,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1322,1,6.3,6.05,-187.3,1.07309,,,
1323,2,6.3,-6.05,-134.8,3.0776,,,
1324,3,6.3,-6.05,-96.9,4.55443,,,
1325,4,18.9,-18.15,-13.2,8.61294,,,
1326,54,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1327,1,6.3,6.05,-187.3,1.14734,,,
1328,2,6.3,6.05,-134.8,2.98077,,,
1329,3,6.3,6.05,-96.9,4.27721,,,
1330,4,6.3,6.05,-13.2,7.35827,,,
1331,55,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1332,1,6.3,6.05,-187.3,1.13172,,,
1333,4,6.3,6.05,-13.2,7.15884,,,
1334,56,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1335,1,6.3,6.05,-187.3,1.14318,,,
1336,3,6.3,6.05,-96.9,4.40156,,,
1337,4,6.3,30.25,-13.2,8.53111,,,
1338,57,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1339,1,6.3,6.05,-187.3,1.14113,,,
1340,2,6.3,6.05,-134.8,3.17955,,,
1341,3,6.3,6.05,-96.9,4.5795,,,
1342,4,6.3,6.05,-13.2,7.77651,,,
1343,58,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1344,1,6.3,6.05,-187.3,1.1176,,,
1345,4,-18.9,6.05,-13.2,7.95929,,,
1346,59,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1347,1,6.3,6.05,-187.3,1.1426,,,
1348,2,6.3,6.05,-134.8,3.00563,,,
1349,3,6.3,6.05,-96.9,4.36876,,,
1350,4,18.9,6.05,-13.2,7.9136,,,
1351,60,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1352,1,6.3,6.05,-187.3,1.13067,,,
1353,2,6.3,6.05,-134.8,2.90922,,,
1354,61,178.0,1.0,1.0,-220.0,0.0,0.0,5.0
1355,1,6.3,6.05,-187.3,1.1581,,,
1356,3,6.3,-6.05,-96.9,4.34056,,,
1357,4,6.3,-18.15,-13.2,7.9228,,,
1358,4,-6.3,-6.05,-13.2,7.09167,,,
1359,4,6.3,-6.05,-13.2,7.27043,,,
1360,62,178.0,1.0,1.0,-220.0,0.0,0.0,5.0
1361,1,6.3,6.05,-187.3,1.17548,,,
1362,2,-31.5,-6.05,-134.8,4.84419,,,
1363,2,-6.3,-6.05,-134.8,3.36443,,,
1364,3,6.3,6.05,-96.9,4.35612,,,
1365,4,6.3,6.05,-13.2,7.4294,,,
1366,63,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1367,1,6.3,6.05,-187.3,1.02613,,,
1368,2,6.3,6.05,-134.8,2.95852,,,
1369,4,-6.3,6.05,-13.2,7.50243,,,
1370,64,178.0,1.0,1.0,-220.0,0.0,0.0,5.0
1371,1,6.3,6.05,-187.3,1.14718,,,
1372,2,6.3,6.05,-134.8,3.20862,,,
1373,3,18.9,18.15,-96.9,5.33537,,,
1374,4,44.1,42.35,-13.2,10.726,,,
1375,4,6.3,-6.05,-13.2,6.98889,,,
1376,65,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1377,1,6.3,6.05,-187.3,1.06602,,,
1378,2,6.3,6.05,-134.8,3.02328,,,
1379,3,6.3,6.05,-96.9,4.31206,,,
1380,4,6.3,6.05,-13.2,7.31664,,,
1381,66,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1382,1,6.3,6.05,-187.3,1.09064,,,
1383,4,6.3,6.05,-13.2,7.39219,,,
1384,67,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1385,1,6.3,6.05,-187.3,1.11017,,,
1386,2,6.3,6.05,-134.8,3.03094,,,
1387,3,6.3,6.05,-96.9,4.45634,,,
1388,4,6.3,18.15,-13.2,7.73561,,,
1389,68,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1390,1,6.3,6.05,-187.3,1.0963,,,
1391,3,6.3,6.05,-96.9,4.34827,,,
1392,4,6.3,18.15,-13.2,7.88381,,,
1393,69,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1394,1,6.3,6.05,-187.3,1.06485,,,
1395,2,6.3,6.05,-134.8,2.93987,,,
1396,3,6.3,6.05,-96.9,4.30894,,,
1397,4,6.3,6.05,-13.2,7.4311,,,
1398,70,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1399,1,6.3,6.05,-187.3,1.13444,,,
1400,2,6.3,6.05,-134.8,2.90578,,,
1401,3,6.3,6.05,-96.9,4.2174,,,
1402,71,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1403,1,6.3,6.05,-187.3,1.15685,,,
1404,2,6.3,6.05,-134.8,3.07101,,,
1405,3,6.3,6.05,-96.9,4.3961,,,
1406,4,6.3,6.05,-13.2,7.37526,,,
1407,72,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1408,1,6.3,6.05,-187.3,1.09526,,,
1409,2,6.3,6.05,-134.8,3.02205,,,
1410,3,6.3,6.05,-96.9,4.23509,,,
1411,73,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1412,1,6.3,6.05,-187.3,1.13837,,,
1413,2,6.3,6.05,-134.8,3.05707,,,
1414,3,6.3,6.05,-96.9,4.46959,,,
1415,74,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1416,1,6.3,6.05,-187.3,1.01264,,,
1417,2,6.3,-6.05,-134.8,2.87622,,,
1418,3,6.3,-6.05,-96.9,4.15701,,,
1419,4,-6.3,-6.05,-13.2,7.30378,,,
1420,75,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1421,1,6.3,6.05,-187.3,1.20945,,,
1422,3,-6.3,6.05,-96.9,4.28981,,,
1423,4,-6.3,6.05,-13.2,7.38196,,,
1424,76,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1425,1,6.3,6.05,-187.3,1.09364,,,
1426,2,6.3,6.05,-134.8,2.84361,,,
1427,3,-6.3,6.05,-96.9,4.36883,,,
1428,77,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1429,1,6.3,6.05,-187.3,1.12748,,,
1430,2,6.3,6.05,-134.8,2.8606,,,
1431,4,-6.3,-6.05,-13.2,7.26612,,,
1432,78,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1433,1,6.3,6.05,-187.3,1.17228,,,
1434,2,-6.3,-6.05,-134.8,2.83166,,,
1435,3,-6.3,-6.05,-96.9,4.39531,,,
1436,4,-6.3,-6.05,-13.2,7.56599,,,
1437,79,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1438,1,6.3,6.05,-187.3,1.03204,,,
1439,4,-6.3,6.05,-13.2,7.12019,,,
1440,4,6.3,-6.05,-13.2,7.61299,,,
1441,80,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1442,1,6.3,6.05,-187.3,1.14828,,,
1443,4,-6.3,-6.05,-13.2,7.20783,,,
1444,81,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1445,1,6.3,6.05,-187.3,1.07801,,,
1446,2,-6.3,6.05,-134.8,3.00183,,,
1447,3,-6.3,6.05,-96.9,4.33506,,,
1448,4,-6.3,6.05,-13.2,7.56906,,,
1449,82,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1450,1,6.3,6.05,-187.3,1.06101,,,
1451,2,6.3,6.05,-134.8,2.84188,,,
1452,3,6.3,6.05,-96.9,4.11529,,,
1453,4,-6.3,6.05,-13.2,7.37801,,,
1454,83,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1455,1,6.3,6.05,-187.3,1.12769,,,
1456,2,6.3,-6.05,-134.8,2.9242,,,
1457,3,6.3,-6.05,-96.9,4.32368,,,
1458,4,6.3,-6.05,-13.2,7.27966,,,
1459,84,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1460,1,6.3,6.05,-187.3,1.15704,,,
1461,4,-6.3,30.25,-13.2,8.76963,,,
1462,85,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1463,1,6.3,6.05,-187.3,1.17853,,,
1464,2,6.3,6.05,-134.8,2.85289,,,
1465,4,18.9,-6.05,-13.2,7.58655,,,
1466,86,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1467,1,6.3,6.05,-187.3,1.1273,,,
1468,2,6.3,6.05,-134.8,2.91051,,,
1469,3,6.3,6.05,-96.9,4.23127,,,
1470,4,6.3,-6.05,-13.2,7.47258,,,
1471,87,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1472,1,6.3,6.05,-187.3,1.09607,,,
1473,2,6.3,-6.05,-134.8,2.82601,,,
1474,3,-6.3,-6.05,-96.9,4.21794,,,
1475,88,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1476,1,6.3,6.05,-187.3,1.08056,,,
1477,2,6.3,6.05,-134.8,2.90195,,,
1478,3,6.3,-6.05,-96.9,4.24634,,,
1479,4,6.3,-6.05,-13.2,7.29891,,,
1480,89,178.0,1.0,1.0,-220.0,0.0,0.0,6.0
1481,1,6.3,6.05,-187.3,1.0754,,,
1482,2,6.3,-6.05,-134.8,2.91562,,,
1483,3,6.3,-6.05,-96.9,4.23076,,,
1484,4,18.9,-6.05,-13.2,7.91775,,,
1485,2,-6.3,18.15,-134.8,4.19406,,,
1486,2,18.9,-18.15,-134.8,4.18695,,,
1487,90,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1488,1,6.3,6.05,-187.3,1.13682,,,
1489,2,6.3,6.05,-134.8,2.95226,,,
1490,3,6.3,6.05,-96.9,4.34012,,,
1491,4,6.3,6.05,-13.2,7.37014,,,
1492,91,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1493,1,6.3,6.05,-187.3,1.13657,,,
1494,2,6.3,6.05,-134.8,2.91015,,,
1495,3,-6.3,6.05,-96.9,4.31086,,,
1496,4,-6.3,6.05,-13.2,6.9966,,,
1497,92,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1498,1,6.3,6.05,-187.3,1.11013,,,
1499,2,6.3,6.05,-134.8,2.87815,,,
1500,3,-6.3,6.05,-96.9,4.34823,,,
1501,4,6.3,6.05,-13.2,7.09251,,,
1502,93,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1503,1,6.3,6.05,-187.3,1.12996,,,
1504,4,6.3,-6.05,-13.2,7.39164,,,
1505,94,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1506,1,6.3,6.05,-187.3,1.10578,,,
1507,2,-6.3,6.05,-134.8,2.91872,,,
1508,3,-6.3,6.05,-96.9,4.25596,,,
1509,95,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1510,1,6.3,6.05,-187.3,1.07872,,,
1511,2,6.3,6.05,-134.8,2.8326,,,
1512,3,6.3,6.05,-96.9,4.19564,,,
1513,96,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1514,1,6.3,6.05,-187.3,1.13289,,,
1515,4,-6.3,-6.05,-13.2,7.29527,,,
1516,97,178.0,1.0,1.0,-220.0,0.0,0.0,9.0
1517,1,6.3,6.05,-187.3,1.10231,,,
1518,2,6.3,-6.05,-134.8,3.09049,,,
1519,3,6.3,-6.05,-96.9,4.22786,,,
